YEAR BUILT,TOTAL WATER USE (kgal),PROPERTY TYPE,POSTAL CODE,OUTDOOR WATER USE (kgal),NUMBER OF BUILDINGS,INDOOR WATER USE (kgal),GROSS BUILDING FLOOR AREA (ft²)
1979.0,1271.1,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,51736.0
1967.0,26.2,Distribution Center,91405,Not Available,1.0,Not Available,35964.0
1964.0,2117,Multifamily Housing,91325,Not Available,1.0,Not Available,35566.0
1977.0,713.6,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,31053.0
1967.0,34.4,Distribution Center,91405,Not Available,1.0,Not Available,35964.0
,,,90731,,,,
1968.0,505.7,Office,90017,Not Available,1.0,Not Available,26413.0
1960.0,1211.8,Multifamily Housing,91607,Not Available,1.0,Not Available,24690.0
1967.0,20.2,Distribution Center,91405,Not Available,1.0,Not Available,35964.0
1964.0,1230.5,Multifamily Housing,91306,Not Available,1.0,Not Available,29998.0
2007.0,2815.7,Multifamily Housing,90037,Not Available,1.0,Not Available,25313.0
1949.0,417.9,Other - Public Services,90016,Not Available,1.0,417.9,20100.0
1964.0,1244.8,Multifamily Housing,91324,Not Available,1.0,Not Available,21358.0
1967.0,29.9,Distribution Center,91405,Not Available,1.0,Not Available,35964.0
1970.0,328.4,Senior Living Community,90019,Not Available,1.0,Not Available,23848.0
1972.0,32.9,Non-Refrigerated Warehouse,91605,Not Available,1.0,Not Available,23892.0
,,,91402,,,,
,,,91306,,,,
,,,90248,,,,
,,,91601,,,,
,,,91405,,,,
1975.0,1570.9,Manufacturing/Industrial Plant,91325,Not Available,1.0,1570.9,451046.0
1973.0,317.9,Strip Mall,91316,Not Available,1.0,Not Available,60176.0
1949.0,279.3,Other - Public Services,90016,Not Available,1.0,279.3,20100.0
1984.0,783.2,Medical Office,90035,Not Available,1.0,Not Available,53900.0
1978.0,832.6,Distribution Center,91352,Not Available,1.0,Not Available,168000.0
1992.0,2304.7,Multifamily Housing,90036,Not Available,1.0,Not Available,37143.0
1981.0,1091.4,Office,91411,Not Available,1.0,Not Available,118986.0
1982.0,1277.7,Medical Office,91306,Not Available,1.0,Not Available,33970.0
1977.0,664.3,Wholesale Club/Supercenter,90028,Not Available,1.0,Not Available,84050.0
1977.0,2758.1,Multifamily Housing,91311,Not Available,1.0,Not Available,33580.0
1962.0,1351.7,Multifamily Housing,91423,Not Available,1.0,Not Available,24722.0
1962.0,2493.3,Multifamily Housing,91352,Not Available,1.0,Not Available,20715.0
1984.0,1342,Multifamily Housing,91325,Not Available,1.0,Not Available,24516.0
1995.0,4846.6,Multifamily Housing,90026,Not Available,1.0,Not Available,169920.0
1971.0,2140.9,Multifamily Housing,91304,Not Available,1.0,Not Available,29834.0
1971.0,1736.2,Multifamily Housing,91602,Not Available,1.0,Not Available,28336.0
1995.0,5127.1,Multifamily Housing,91607,Not Available,1.0,Not Available,144285.0
1972.0,2557.6,Multifamily Housing,91405,Not Available,1.0,Not Available,39464.0
1980.0,3266,Strip Mall,91367,Not Available,1.0,Not Available,110867.0
1986.0,1555.2,Multifamily Housing,91325,Not Available,1.0,Not Available,26798.0
1988.0,2961.5,Multifamily Housing,91405,Not Available,1.0,Not Available,40413.0
1964.0,1772.1,Multifamily Housing,91607,Not Available,1.0,Not Available,51872.0
1964.0,2029.5,Multifamily Housing,91325,Not Available,1.0,Not Available,37453.0
1985.0,984.4,Multifamily Housing,90034,Not Available,1.0,Not Available,24900.0
1995.0,671.8,Office,90025,Not Available,1.0,Not Available,29836.0
,,,90035,,,,
1965.0,3029.6,Multifamily Housing,91303,Not Available,1.0,Not Available,20777.0
1995.0,4684.3,Multifamily Housing,90033,Not Available,1.0,Not Available,24732.0
1962.0,1912,Multifamily Housing,91402,Not Available,1.0,Not Available,33714.0
1963.0,1977.1,Multifamily Housing,91423,Not Available,1.0,Not Available,72490.0
1975.0,2829.9,Multifamily Housing,91335,Not Available,1.0,Not Available,44713.0
1988.0,6,Self-Storage Facility,90027,Not Available,1.0,Not Available,34638.0
1967.0,979.2,Multifamily Housing,90048,Not Available,1.0,Not Available,24552.0
1978.0,3382.7,Multifamily Housing,91304,Not Available,1.0,Not Available,28395.0
1970.0,1688.4,Multifamily Housing,91406,Not Available,1.0,Not Available,29647.0
1996.0,336.6,Other - Services,90046,Not Available,1.0,Not Available,23500.0
1963.0,1995.1,Multifamily Housing,91605,Not Available,1.0,Not Available,24192.0
1957.0,3228.6,Strip Mall,91331,Not Available,1.0,Not Available,27200.0
1970.0,1188.7,Multifamily Housing,90044,Not Available,1.0,Not Available,26743.0
1984.0,2506.7,Multifamily Housing,91405,Not Available,1.0,Not Available,25641.0
1962.0,1092.2,Multifamily Housing,91423,Not Available,1.0,Not Available,36277.0
1959.0,998.6,Multifamily Housing,91316,Not Available,1.0,Not Available,21244.0
2011.0,2444.6,Multifamily Housing,90004,Not Available,1.0,Not Available,22800.0
1996.0,0,Multifamily Housing,91402,Not Available,1.0,Not Available,24248.0
1964.0,1630,Multifamily Housing,91342,Not Available,1.0,Not Available,25442.0
1928.0,1439.3,Multifamily Housing,90029,Not Available,1.0,Not Available,24520.0
1965.0,1956.2,Multifamily Housing,91343,Not Available,1.0,Not Available,29243.0
1953.0,318.7,Distribution Center,90045,Not Available,1.0,Not Available,73085.0
1985.0,1924,Multifamily Housing,91607,Not Available,1.0,Not Available,28269.0
1971.0,77,Distribution Center,91352,Not Available,1.0,Not Available,32412.0
1970.0,5819.1,Multifamily Housing,90006,Not Available,1.0,Not Available,55465.0
1964.0,322.4,Distribution Center,90501,Not Available,1.0,Not Available,203000.0
2003.0,4803.2,Multifamily Housing,90012,Not Available,1.0,Not Available,49406.0
1998.0,157.1,Strip Mall,90016,Not Available,1.0,Not Available,30404.0
1965.0,532.6,Strip Mall,91304,Not Available,1.0,Not Available,45854.0
1987.0,8086.4,Multifamily Housing,90744,Not Available,1.0,Not Available,104691.0
1971.0,1735.5,Multifamily Housing,91316,Not Available,1.0,Not Available,29936.0
1972.0,1787.1,Multifamily Housing,90066,Not Available,1.0,Not Available,48032.0
1985.0,4293.8,Multifamily Housing,91303,Not Available,1.0,Not Available,56610.0
1990.0,1114.6,Multifamily Housing,91403,Not Available,1.0,Not Available,50928.0
1980.0,1109.4,Distribution Center,91352,Not Available,1.0,Not Available,181635.0
1958.0,1290.1,Fire Station,90045,Not Available,1.0,Not Available,38702.0
1964.0,1824.5,Multifamily Housing,91325,Not Available,1.0,Not Available,26772.0
1985.0,425.6,Office,91403,Not Available,1.0,Not Available,52977.0
1996.0,3549.5,Multifamily Housing,90017,Not Available,1.0,Not Available,30188.0
1980.0,3297.4,Multifamily Housing,90029,Not Available,1.0,Not Available,104472.0
1982.0,2519.4,Multifamily Housing,91331,Not Available,1.0,Not Available,22810.0
2017.0,1843.9,Multifamily Housing,90025,Not Available,1.0,Not Available,75144.0
1922.0,3594.4,Multifamily Housing,90026,Not Available,2.0,Not Available,86231.0
1963.0,1967.4,Multifamily Housing,90020,Not Available,1.0,Not Available,40028.0
1974.0,1043.5,Multifamily Housing,91423,Not Available,1.0,Not Available,29074.0
1986.0,821.4,Multifamily Housing,91411,Not Available,1.0,Not Available,27027.0
1964.0,1184.9,Multifamily Housing,91602,Not Available,1.0,Not Available,32243.0
1966.0,4263.9,Multifamily Housing,91316,Not Available,1.0,Not Available,43831.0
1983.0,8449.2,Multifamily Housing,90012,Not Available,1.0,Not Available,225923.0
2001.0,2004,Multifamily Housing,90061,Not Available,1.0,Not Available,132536.0
,,,90027,,,,
1986.0,4094.1,Multifamily Housing,91401,Not Available,1.0,Not Available,64053.0
1988.0,1180.4,Multifamily Housing,90069,Not Available,1.0,Not Available,33400.0
1980.0,379.3,Distribution Center,91406,Not Available,1.0,Not Available,108162.0
1958.0,2465.6,Multifamily Housing,90008,Not Available,1.0,Not Available,33649.0
1978.0,101.7,Strip Mall,90028,Not Available,1.0,Not Available,76272.0
1975.0,2624.9,Multifamily Housing,91325,Not Available,1.0,Not Available,32076.0
1989.0,721.1,Self-Storage Facility,90065,Not Available,1.0,Not Available,52100.0
1922.0,8426.8,Multifamily Housing,90014,Not Available,1.0,Not Available,268080.0
1970.0,1009.9,Multifamily Housing,91423,Not Available,1.0,Not Available,31206.0
1959.0,32.9,Manufacturing/Industrial Plant,90292,Not Available,1.0,Not Available,22001.0
1989.0,953.8,Multifamily Housing,90028,Not Available,1.0,Not Available,37414.0
1966.0,4404.5,Multifamily Housing,90064,Not Available,1.0,Not Available,138540.0
1961.0,861,Multifamily Housing,90005,Not Available,1.0,Not Available,34000.0
1985.0,2351.9,Multifamily Housing,91352,Not Available,1.0,Not Available,21568.0
1964.0,1699.6,Multifamily Housing,90043,Not Available,1.0,Not Available,25675.0
1985.0,286.5,Non-Refrigerated Warehouse,91331,Not Available,1.0,Not Available,30479.0
2014.0,1731.7,Multifamily Housing,90046,Not Available,1.0,Not Available,59852.0
1970.0,2884.5,Multifamily Housing,91356,Not Available,1.0,Not Available,44163.0
1978.0,2114.7,Multifamily Housing,91423,Not Available,1.0,Not Available,62076.0
1978.0,1746,Multifamily Housing,90048,Not Available,1.0,Not Available,47110.0
1971.0,2188.8,Multifamily Housing,90004,Not Available,1.0,Not Available,43385.0
1978.0,813.9,Multifamily Housing,90049,Not Available,1.0,Not Available,27032.0
1911.0,1568.7,Multifamily Housing,90015,Not Available,1.0,Not Available,53349.0
1976.0,4625.2,Multifamily Housing,91311,Not Available,1.0,Not Available,50990.0
1963.0,931.3,Multifamily Housing,90046,Not Available,1.0,Not Available,39939.0
1959.0,21.7,Multifamily Housing,90049,Not Available,1.0,Not Available,31810.0
1961.0,3121.6,Strip Mall,91340,Not Available,1.0,Not Available,79302.0
1958.0,2345.9,Multifamily Housing,90038,Not Available,1.0,Not Available,30240.0
1989.0,867,Office,90013,Not Available,1.0,Not Available,67057.0
1964.0,747.3,Multifamily Housing,90027,Not Available,1.0,Not Available,28806.0
2004.0,206.5,Self-Storage Facility,91316,Not Available,1.0,Not Available,76831.0
1967.0,196.7,Other,90014,Not Available,1.0,Not Available,124260.0
1963.0,808.6,Multifamily Housing,90027,Not Available,1.0,Not Available,22899.0
1964.0,1472.9,Multifamily Housing,91304,Not Available,1.0,Not Available,30800.0
1978.0,1635.2,Office,91316,Not Available,1.0,Not Available,73368.0
1979.0,2181.3,Multifamily Housing,91356,Not Available,1.0,Not Available,29912.0
1960.0,1747.4,Multifamily Housing,91401,Not Available,1.0,Not Available,21336.0
1994.0,3410.4,Office,90045,Not Available,1.0,Not Available,221194.0
2003.0,109,Self-Storage Facility,91405,Not Available,3.0,Not Available,76000.0
1995.0,6016.6,Multifamily Housing,90057,Not Available,1.0,Not Available,37570.0
1998.0,2020.5,Multifamily Housing,90037,Not Available,1.0,Not Available,28811.0
1964.0,1779.6,Multifamily Housing,91316,Not Available,1.0,Not Available,27075.0
1961.0,2375.1,Multifamily Housing,90046,Not Available,1.0,Not Available,100000.0
1960.0,1841.7,Multifamily Housing,90008,Not Available,1.0,Not Available,27800.0
1974.0,1379.4,Office,91356,Not Available,1.0,Not Available,84780.0
2009.0,1820.8,Multifamily Housing,90025,Not Available,1.0,Not Available,61796.0
1969.0,3917.5,Multifamily Housing,91304,Not Available,1.0,Not Available,48868.0
1991.0,947,Multifamily Housing,90028,Not Available,1.0,Not Available,31544.0
1980.0,1568.7,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,60043.0
1975.0,Not Available,Non-Refrigerated Warehouse,91303,Not Available,1.0,Not Available,50000.0
1972.0,2287.5,Strip Mall,91326,Not Available,1.0,Not Available,15180.0
1973.0,148.9,Self-Storage Facility,90007,Not Available,1.0,Not Available,152043.0
2005.0,2737.1,Retail Store,91402,Not Available,1.0,Not Available,108400.0
1978.0,1269.4,Multifamily Housing,91316,Not Available,1.0,Not Available,29536.0
1978.0,178.8,Manufacturing/Industrial Plant,91324,Not Available,1.0,Not Available,41622.0
1966.0,2576.3,Multifamily Housing,90004,Not Available,1.0,Not Available,22610.0
1964.0,1574.6,Multifamily Housing,90068,Not Available,1.0,Not Available,29447.0
1986.0,460.8,Multifamily Housing,91403,Not Available,1.0,Not Available,45108.0
1991.0,1014.4,Multifamily Housing,90272,Not Available,1.0,Not Available,31038.0
1986.0,5145.1,Multifamily Housing,91367,Not Available,1.0,Not Available,78653.0
1967.0,2727.4,Multifamily Housing,91316,Not Available,2.0,Not Available,55152.0
1985.0,282,Multifamily Housing,90025,Not Available,1.0,Not Available,25097.0
1954.0,1867.1,Strip Mall,91331,Not Available,1.0,Not Available,27129.0
1980.0,2847.1,Multifamily Housing,91406,Not Available,1.0,Not Available,38081.0
1986.0,451.8,Office,90010,Not Available,1.0,Not Available,40809.0
1977.0,2322.7,Multifamily Housing,91304,Not Available,1.0,Not Available,40166.0
1926.0,1238.8,Multifamily Housing,90004,Not Available,1.0,Not Available,24592.0
1965.0,2203.8,Multifamily Housing,91325,Not Available,1.0,Not Available,57000.0
1962.0,1711.5,Multifamily Housing,91344,Not Available,1.0,Not Available,23215.0
1925.0,3349,Multifamily Housing,90012,Not Available,1.0,Not Available,27681.0
1980.0,574.5,Multifamily Housing,90025,Not Available,1.0,Not Available,31701.0
1996.0,478.6,Other - Services,90046,Not Available,1.0,Not Available,23500.0
1984.0,1324.1,Office,91606,Not Available,1.0,Not Available,87277.0
1988.0,205,Office,90045,Not Available,1.0,Not Available,36542.0
1988.0,2161.1,Manufacturing/Industrial Plant,91342,Not Available,1.0,Not Available,119322.0
1972.0,1848.4,Multifamily Housing,91316,Not Available,1.0,Not Available,33236.0
1987.0,5307.4,Wholesale Club/Supercenter,91342,Not Available,1.0,Not Available,27881.0
1971.0,2696,Multifamily Housing,90019,Not Available,1.0,Not Available,43319.0
1976.0,916.4,Office,91403,Not Available,1.0,Not Available,112113.0
1975.0,707.7,Multifamily Housing,90027,Not Available,1.0,Not Available,22584.0
2013.0,3799.4,Multifamily Housing,90026,Not Available,1.0,Not Available,47449.0
2001.0,1342.8,Multifamily Housing,90014,Not Available,1.0,Not Available,121274.0
1972.0,1238.8,Multifamily Housing,90004,Not Available,1.0,Not Available,22737.0
1987.0,2566.6,Office,90045,Not Available,1.0,Not Available,530020.0
1961.0,1129.6,Multifamily Housing,91423,Not Available,1.0,Not Available,30186.0
1966.0,925.3,Wholesale Club/Supercenter,90065,Not Available,1.0,Not Available,56100.0
1980.0,2155.1,Multifamily Housing,91335,Not Available,1.0,Not Available,33590.0
1962.0,555.8,Office,91401,Not Available,1.0,Not Available,20596.0
1976.0,4830.2,Immeuble à logements multiples,90744,Not Available,1.0,Not Available,49500.0
1988.0,5878.2,Multifamily Housing,90032,Not Available,3.0,Not Available,89986.0
1926.0,2006.3,Multifamily Housing,90026,Not Available,1.0,Not Available,34880.0
2013.0,871.5,Multifamily Housing,90025,Not Available,1.0,Not Available,39162.0
2009.0,4266.1,Multifamily Housing,91402,Not Available,1.0,Not Available,75948.0
1961.0,1282.9,Multifamily Housing,90024,Not Available,1.0,Not Available,33714.0
2013.0,824.4,Multifamily Housing,90049,Not Available,1.0,Not Available,42314.0
2011.0,3301.9,Multifamily Housing,90025,Not Available,1.0,Not Available,106614.0
1969.0,2298,Strip Mall,91356,Not Available,1.0,Not Available,59495.0
1974.0,3945.2,Multifamily Housing,90066,Not Available,1.0,Not Available,55160.0
1970.0,1988.3,Multifamily Housing,91356,Not Available,1.0,Not Available,34374.0
2004.0,4069.4,Multifamily Housing,90043,Not Available,1.0,Not Available,131879.0
,,,91342,,,,
1987.0,1974.9,Multifamily Housing,91344,Not Available,1.0,Not Available,40312.0
1970.0,4806.2,Multifamily Housing,91405,Not Available,1.0,Not Available,83178.0
1964.0,937.3,Multifamily Housing,90068,Not Available,1.0,Not Available,24402.0
2003.0,135,Self-Storage Facility,91405,Not Available,3.0,Not Available,76000.0
1966.0,3005.7,Multifamily Housing,90020,Not Available,1.0,Not Available,41787.0
1992.0,1721.3,Multifamily Housing,90036,Not Available,1.0,Not Available,37053.0
2014.0,3026.6,Multifamily Housing,90006,Not Available,1.0,Not Available,61115.0
1949.0,340.9,Other - Public Services,90016,Not Available,1.0,340.9,20100.0
2007.0,3397.7,Multifamily Housing,91303,Not Available,1.0,Not Available,57794.0
1983.0,591,Multifamily Housing,91401,Not Available,1.0,Not Available,29346.0
1975.0,148.9,Manufacturing/Industrial Plant,90710,Not Available,1.0,Not Available,28800.0
1958.0,2982.5,Strip Mall,91402,Not Available,1.0,Not Available,85896.0
1980.0,384.5,Office,90272,Not Available,1.0,Not Available,34533.0
2014.0,1205.9,Multifamily Housing,91411,Not Available,1.0,Not Available,51540.0
1960.0,1532,Multifamily Housing,90008,Not Available,1.0,Not Available,23693.0
1930.0,389,Manufacturing/Industrial Plant,90014,Not Available,1.0,Not Available,40000.0
2016.0,1318.8,Multifamily Housing,90038,Not Available,1.0,Not Available,51630.0
1980.0,2776.8,Multifamily Housing,91325,Not Available,1.0,Not Available,31318.0
1976.0,4830.2,Immeuble � logements multiples,90744,Not Available,1.0,Not Available,49500.0
1963.0,1344.2,Multifamily Housing,91303,Not Available,1.0,Not Available,22743.0
1981.0,260.3,Distribution Center,91311,Not Available,1.0,Not Available,132600.0
1964.0,1639,Multifamily Housing,90020,Not Available,1.0,Not Available,31980.0
1990.0,1668.2,Multifamily Housing,90005,Not Available,1.0,Not Available,35506.0
1974.0,2602.5,Multifamily Housing,91607,Not Available,1.0,Not Available,57858.0
2013.0,11650.2,Multifamily Housing,90006,Not Available,3.0,Not Available,72201.0
1964.0,1374.2,Multifamily Housing,91411,Not Available,1.0,Not Available,24568.0
1971.0,1976.4,Multifamily Housing,91343,Not Available,1.0,Not Available,25328.0
1972.0,2105,Multifamily Housing,91324,Not Available,1.0,Not Available,29528.0
1964.0,1368.2,Multifamily Housing,91316,Not Available,1.0,Not Available,34914.0
1996.0,207.2,Other - Services,90046,Not Available,1.0,Not Available,23500.0
1988.0,551.3,Multifamily Housing,90028,Not Available,1.0,Not Available,25197.0
1969.0,5228.9,Multifamily Housing,91335,Not Available,1.0,Not Available,58320.0
1982.0,3850.2,Office,90010,Not Available,1.0,Not Available,144123.0
1980.0,1729.5,Multifamily Housing,91405,Not Available,1.0,Not Available,26552.0
1972.0,3099.2,Multifamily Housing,90065,Not Available,1.0,Not Available,90133.0
1987.0,1439.3,Multifamily Housing,90024,Not Available,1.0,Not Available,34613.0
1993.0,1122.1,Multifamily Housing,90005,Not Available,1.0,Not Available,27363.0
1964.0,1003.1,Multifamily Housing,91602,Not Available,1.0,Not Available,20923.0
1965.0,4017.8,Multifamily Housing,91402,Not Available,1.0,Not Available,176800.0
1968.0,1274.7,Multifamily Housing,90046,Not Available,1.0,Not Available,40674.0
1971.0,8136.6,Multifamily Housing,91335,Not Available,2.0,Not Available,175600.0
1989.0,6481.9,Retail Store,90021,Not Available,1.0,Not Available,102820.0
1965.0,1843.2,Multifamily Housing,91406,Not Available,1.0,Not Available,23971.0
